Age,Gender,Parental_Education,Family_Income,Previous_Grades,Attendance,Class_Participation,Study_Hours,Major,School_Type,Financial_Status,Parental_Involvement,Educational_Resources,Motivation,Self_Esteem,Stress_Levels,School_Environment,Professor_Quality,Class_Size,Extracurricular_Activities,Sleep_Patterns,Nutrition,Physical_Activity,Screen_Time,Educational_Tech_Use,Peer_Group,Bullying,Study_Space,Tutoring,Mentoring,Lack_of_Interest,Time_Wasted_on_Social_Media,Sports_Participation,Learning_Style
23.5,Female,College,40000,A,63.4,High,7.1,Science,Private,High,High,Yes,High,Medium,Medium,Positive,High,37.4,No,7.7,Unhealthy,Medium,6.0,Yes,Positive,No,No,Yes,,Low,1.7,Medium,Auditory
18.9,Male,College,75000,A,95.3,High,5.6,Engineering,Public,Medium,High,Yes,High,Medium,High,Negative,High,32.4,Yes,7.1,Healthy,Medium,5.1,Yes,Positive,No,Yes,Yes,Yes,High,5.2,Medium,Auditory
25.3,Female,College,Unknown,B,68.0,Medium,1.1,Arts,Private,Low,Low,Yes,High,Low,Low,Negative,Medium,20.9,Yes,3.9,Unhealthy,High,0.5,Yes,Negative,Yes,Yes,Yes,Yes,High,4.0,High,Kinesthetic
17.4,Male,Some College,75000,A,91.9,Low,1.1,Business,Public,Low,High,Yes,High,Low,Medium,Positive,High,39.2,Yes,7.4,Balanced,High,1.49,Yes,Positive,No,Yes,,Yes,Medium,0.1,Low,Auditory
17.1,Male,Some College,40000,B,75.0,Medium,7.5,Arts,Public,Medium,Medium,No,Medium,High,High,Positive,Medium,24.5,Yes,5.4,Balanced,Low,6.2,Yes,Positive,Yes,Yes,Yes,Yes,Medium,3.5,High,Visual
,Male,College,75000,B,67.5,High,6.7,Law,Private,Medium,Medium,Yes,Medium,Medium,High,Positive,Low,32.9,Yes,7.8,Balanced,,3.4,No,Positive,No,Yes,Yes,Yes,High,0.4,Medium,Auditory
17.9,Male,College,Unknown,B,87.5,Low,4.0,Science,Public,Medium,Medium,No,High,Medium,Low,Positive,Medium,31.4,Yes,7.3,Balanced,Low,6.4,No,Positive,No,Yes,,Yes,Medium,2.1,Medium,Auditory
21.0,Female,High School,75000,B,75.8,Medium,7.5,Medicine,Public,Low,High,Yes,Medium,Medium,Medium,Neutral,Low,30.2,Yes,4.2,Balanced,High,0.5,Yes,Positive,No,Yes,Yes,No,High,4.0,High,Kinesthetic
25.5,Male,,60000,B,62.6,High,4.2,Science,Private,Medium,Medium,Yes,High,Medium,Medium,Negative,High,37.0,Yes,7.3,Unhealthy,High,1.5,Yes,Positive,No,Yes,Yes,Yes,,0.2,High,Auditory
21.6,Male,,40000,A,85.3,High,7.9,Science,Public,Medium,Medium,No,Low,High,Medium,Positive,High,38.9,No,4.4,Healthy,Medium,6.1,Yes,Positive,No,Yes,Yes,No,Medium,4.3,Medium,Visual
19.6,Female,Some College,75000,A,79.0,Low,7.0,Science,Private,Medium,Medium,Yes,Medium,High,Medium,Positive,High,35.4,No,7.8,Healthy,High,7.8,Yes,Neutral,No,Yes,Yes,No,Low,1.2,Low,Visual
25.7,Male,Graduate,40000,B,85.5,High,7.1,Medicine,Private,Medium,High,Yes,Medium,High,Medium,Positive,High,25.2,No,8.0,Balanced,Medium,7.1,Yes,Negative,No,Yes,No,No,Low,3.3,Low,Visual
19.4,Female,Graduate,Unknown,A,61.9,High,4.4,Engineering,Public,Medium,,Yes,High,High,Medium,Positive,Low,20.0,Yes,4.3,Balanced,High,,Yes,Negative,No,Yes,No,,High,3.9,,Visual
22.9,Female,High School,30000,A,68.8,High,0.2,Science,Private,High,High,No,High,Medium,Medium,Negative,High,36.9,Yes,7.0,Unhealthy,Medium,6.6,No,Neutral,No,No,Yes,Yes,High,5.1,Low,Auditory
18.7,Female,High School,75000,C,72.5,High,3.7,Science,,Medium,Medium,Yes,High,Medium,Medium,Positive,Medium,36.2,No,6.8,Unhealthy,Medium,8.92,Yes,Positive,No,Yes,Yes,Yes,High,0.0,Low,Auditory
16.8,Male,Some College,60000,A,89.3,High,2.9,Medicine,Private,Medium,Low,Yes,High,High,Low,Positive,Medium,31.8,No,7.5,Balanced,High,5.57,Yes,Positive,,Yes,Yes,Yes,Medium,3.3,Low,Auditory
21.1,Female,Some College,50000,B,64.7,Medium,7.0,Science,Public,Low,Medium,Yes,Medium,High,Medium,Positive,High,38.0,Yes,6.1,Balanced,Medium,6.7,Yes,Positive,No,Yes,No,Yes,High,2.7,Medium,Visual
15.4,Male,Some College,40000,B,76.2,Medium,6.9,Engineering,Public,Low,Medium,Yes,Medium,High,Medium,Positive,Medium,38.7,Yes,8.4,Unhealthy,High,5.5,Yes,Negative,,Yes,No,,Low,4.1,High,Visual
20.0,Female,High School,50000,A,66.35,Low,7.9,Science,Private,Medium,High,Yes,Medium,High,Medium,Positive,Low,38.7,Yes,8.9,Unhealthy,Medium,6.4,Yes,Neutral,,Yes,No,No,Low,2.8,High,Visual
20.9,Female,College,Unknown,A,83.0,High,0.7,Medicine,Public,Medium,High,,High,,Medium,Positive,High,34.2,Yes,6.8,Balanced,High,5.0,Yes,Positive,No,Yes,Yes,Yes,Medium,0.6,Medium,Kinesthetic
17.3,Male,High School,75000,B,91.7,,3.0,Arts,Public,Medium,High,Yes,High,Medium,Medium,Neutral,High,38.7,No,7.4,Balanced,Medium,6.8,Yes,Positive,No,Yes,,Yes,Medium,4.2,High,Visual
18.4,Male,College,40000,C,66.3,Low,0.6,Business,Public,,Low,Yes,Low,Low,Medium,Negative,Medium,21.4,Yes,,Balanced,High,1.5,No,Positive,Yes,Yes,No,No,High,2.5,High,Kinesthetic
22.8,Female,High School,Unknown,B,96.9,Low,5.9,Science,Private,High,,No,Medium,,High,,High,35.5,Yes,5.3,Balanced,High,1.7,Yes,Neutral,No,No,,No,High,-0.1,High,Visual
23.2,Female,Graduate,60000,C,66.3,High,6.9,Arts,Private,Low,High,Yes,High,Medium,Medium,Positive,Medium,28.3,Yes,7.6,Balanced,Medium,6.4,Yes,Positive,No,No,Yes,,Medium,4.2,Medium,Visual
20.2,Female,High School,,B,74.4,Low,,Medicine,Private,Medium,Low,Yes,Low,High,Low,Positive,Medium,,Yes,4.8,Healthy,High,0.2,Yes,Negative,No,No,No,No,High,1.6,High,Kinesthetic
18.0,Male,College,40000,C,75.1,Low,3.4,Business,Private,,Low,No,Low,Medium,High,Positive,Medium,34.0,Yes,4.7,Healthy,High,1.6,Yes,Neutral,No,Yes,Yes,Yes,High,4.5,High,Kinesthetic
19.0,Male,Some College,30000,C,70.5,High,2.7,Business,Private,Medium,Low,No,High,Medium,High,,High,23.3,Yes,4.4,Healthy,High,0.4,No,Negative,No,Yes,Yes,No,High,3.7,High,Auditory
21.3,Male,High School,Unknown,B,60.6,Low,7.4,Engineering,Public,Medium,High,Yes,Medium,,Medium,Positive,,37.2,Yes,5.8,Healthy,Medium,7.6,Yes,Negative,No,Yes,,No,Medium,0.8,High,Kinesthetic
19.6,Female,High School,50000,B,61.5,Medium,4.2,Science,,Medium,Low,Yes,High,Low,High,Positive,Low,29.4,Yes,4.2,Unhealthy,High,1.6,Yes,Neutral,No,No,Yes,,High,2.4,High,Kinesthetic
20.1,Female,College,60000,A,70.2,Medium,2.2,Science,Public,Low,Low,Yes,Medium,High,Medium,Positive,High,24.7,Yes,4.4,Healthy,,1.5,,Positive,No,No,Yes,No,High,2.2,High,Kinesthetic
15.7,Female,College,75000,B,67.4,Medium,7.2,Science,Private,Medium,Low,No,High,Low,Medium,Positive,Medium,22.5,Yes,4.5,Unhealthy,High,0.1,Yes,Positive,No,No,No,No,High,0.3,High,Kinesthetic
23.3,Male,College,Unknown,,75.7,Medium,,Business,Private,Medium,Medium,Yes,High,High,Low,Positive,Medium,30.5,No,5.2,Unhealthy,Medium,7.8,Yes,Neutral,No,Yes,No,No,Medium,4.6,Medium,Visual
17.6,Female,,75000,,,High,4.0,Law,Public,Low,Medium,Yes,High,Low,Low,Negative,High,27.4,Yes,7.5,Balanced,,5.1,No,Positive,No,Yes,,Yes,,4.6,Medium,Auditory
20.7,Male,,40000,B,96.6,High,1.7,Medicine,,Low,High,Yes,Medium,Medium,High,Negative,Medium,23.3,Yes,5.0,Healthy,High,1.4,Yes,Negative,No,,No,Yes,High,1.0,High,Kinesthetic
21.3,Male,College,30000,C,83.7,High,7.3,Business,Private,Low,Low,Yes,Medium,High,Medium,Positive,Low,25.8,Yes,4.8,Unhealthy,Low,6.1,Yes,Negative,Yes,Yes,No,No,,2.0,,Auditory
18.8,Female,High School,75000,A,82.2,Medium,2.0,Science,Private,High,Low,No,Low,Medium,High,Negative,Medium,22.4,Yes,5.4,Balanced,High,0.2,Yes,Positive,No,Yes,No,No,High,2.2,High,Kinesthetic
19.8,Female,Some College,30000,B,70.4,,8.1,Law,Public,High,Low,Yes,Low,High,Medium,Positive,Medium,21.2,Yes,7.1,Unhealthy,High,5.8,No,Negative,No,Yes,No,No,Medium,4.7,High,Visual
13.0,Female,Graduate,Unknown,A,96.1,High,1.4,Science,Public,Medium,Medium,No,High,High,Medium,Positive,High,28.1,Yes,7.8,Healthy,Medium,6.2,No,Positive,,No,Yes,Yes,High,4.6,Medium,Auditory
16.2,Female,Graduate,60000,B,60.7,Medium,7.9,Medicine,Private,High,High,Yes,Medium,High,Medium,Positive,Medium,36.0,No,6.7,Balanced,High,5.8,Yes,Negative,No,Yes,Yes,No,High,4.4,High,Visual
,Female,High School,60000,B,79.1,Medium,3.9,Science,Private,Low,Low,Yes,High,Medium,High,Positive,Medium,33.2,Yes,4.9,Healthy,High,1.8,Yes,Negative,Yes,,No,No,High,1.9,High,Kinesthetic
21.0,,Graduate,40000,B,78.8,High,7.2,Science,Public,Low,Low,No,High,High,,Positive,Low,23.1,Yes,5.23,Balanced,,,No,Positive,No,No,Yes,Yes,Medium,3.6,Medium,Auditory
19.6,Male,Graduate,60000,B,65.6,Medium,,Engineering,Public,Low,Low,Yes,,Medium,Medium,Positive,Low,33.6,Yes,5.6,Healthy,High,5.93,Yes,Positive,No,Yes,Yes,No,High,2.5,High,Kinesthetic
21.4,Male,Some College,60000,B,91.9,High,1.5,Science,Public,Medium,Medium,Yes,High,Medium,Medium,Positive,Medium,38.7,No,7.2,Healthy,Medium,6.0,No,Positive,Yes,Yes,Yes,Yes,Medium,2.8,Low,Auditory
19.0,Female,Some College,Unknown,C,70.27,High,3.8,Medicine,Private,Low,,Yes,High,High,Low,Positive,High,29.4,Yes,7.8,Balanced,Medium,0.9,Yes,Positive,No,Yes,Yes,Yes,Low,0.5,Low,Auditory
17.0,Female,Some College,50000,A,66.9,Low,6.1,Business,Private,Medium,Low,No,High,High,High,Positive,Medium,21.8,Yes,7.4,Balanced,High,5.3,Yes,Positive,No,Yes,Yes,No,High,4.4,Medium,Visual
17.2,Male,College,Unknown,A,94.0,,8.1,Science,Public,Medium,Low,Yes,Medium,High,Low,Positive,Medium,26.1,Yes,7.2,Unhealthy,Low,5.7,Yes,Neutral,Yes,Yes,Yes,Yes,High,2.2,Low,Visual
18.3,Female,Graduate,75000,A,90.5,High,7.8,Business,Public,High,Low,No,High,Medium,Medium,Positive,Medium,22.3,Yes,7.4,Balanced,Medium,3.2,Yes,Positive,No,Yes,Yes,Yes,High,1.1,Low,Auditory
18.1,Female,Graduate,50000,A,83.9,High,1.0,Arts,Private,Medium,Medium,Yes,High,,High,Negative,Low,25.5,,7.2,Unhealthy,Medium,4.3,Yes,Positive,No,,Yes,Yes,High,0.9,High,Auditory
21.1,Female,Graduate,,B,87.4,High,7.5,Arts,Private,Medium,High,Yes,Medium,High,Medium,Positive,Low,37.4,No,7.2,Unhealthy,High,5.0,Yes,Positive,Yes,Yes,No,,Low,2.5,Low,Auditory
20.2,Female,Graduate,40000,B,91.7,Medium,7.5,Medicine,,High,Low,Yes,Medium,Medium,Medium,Positive,Medium,28.7,Yes,5.0,Unhealthy,High,0.9,Yes,Neutral,No,Yes,Yes,Yes,,2.9,,Kinesthetic
15.6,Male,College,50000,B,68.0,High,7.8,Business,Public,High,Low,Yes,Low,Medium,Medium,Positive,Medium,27.7,Yes,4.9,Healthy,High,,Yes,Neutral,No,Yes,,Yes,,5.0,High,Kinesthetic
25.1,Female,,75000,A,74.9,Low,,Law,Public,Medium,High,Yes,Medium,High,Medium,,Medium,22.1,No,5.0,Unhealthy,Medium,5.4,Yes,Negative,Yes,Yes,No,Yes,,0.5,Low,Visual
19.3,Female,Graduate,40000,C,68.4,Low,7.4,Engineering,Public,Low,Low,No,Medium,Low,Medium,Neutral,High,39.3,Yes,4.8,Balanced,High,0.8,Yes,Positive,No,Yes,No,No,High,2.2,High,Kinesthetic
18.5,,High School,40000,C,99.2,High,1.1,Medicine,Public,Low,Low,Yes,Medium,Medium,High,Positive,Low,34.6,Yes,5.3,Balanced,High,1.8,Yes,Negative,Yes,Yes,,Yes,High,2.7,High,Kinesthetic
17.5,,,30000,,74.8,High,6.8,Business,Private,Low,Medium,No,High,High,Medium,Positive,Medium,,Yes,6.7,Unhealthy,,3.9,Yes,Positive,No,Yes,Yes,Yes,High,3.7,Medium,Auditory
16.4,Female,Some College,75000,B,,Medium,7.2,Science,Public,Low,High,No,Low,High,,Positive,High,30.6,Yes,6.2,Healthy,Medium,6.9,Yes,Negative,No,Yes,Yes,No,Medium,2.0,High,Visual
23.4,Female,College,Unknown,B,93.0,Low,4.4,Business,Public,Medium,Low,Yes,,High,Medium,Positive,Low,32.9,Yes,5.3,Healthy,High,1.4,No,Positive,No,Yes,No,No,High,2.2,High,Kinesthetic
17.4,Female,College,40000,B,83.1,High,7.7,Law,Private,Low,Low,No,High,Medium,Low,Positive,High,20.3,Yes,6.6,Unhealthy,Low,3.7,Yes,,Yes,Yes,Yes,Yes,Medium,2.7,Low,Auditory
19.1,Male,,75000,B,70.2,Low,4.6,Science,Private,,Low,Yes,Medium,Medium,Medium,Positive,Medium,34.4,Yes,5.0,Unhealthy,High,1.0,Yes,Positive,No,Yes,No,No,High,2.2,High,Visual
16.7,,College,60000,A,92.6,High,,Law,Private,Medium,Low,No,High,Medium,Medium,Neutral,Medium,28.5,No,7.9,Unhealthy,Medium,3.9,Yes,Positive,Yes,Yes,Yes,Yes,Low,3.7,Medium,Auditory
21.2,Female,Some College,40000,B,76.5,Low,,Science,Public,Medium,High,Yes,High,High,Medium,Positive,Low,37.5,Yes,4.7,Balanced,Low,5.5,Yes,Positive,No,Yes,Yes,No,High,4.6,High,Visual
21.7,Male,High School,40000,,81.4,High,4.5,Science,Private,Medium,,Yes,High,Medium,High,Negative,Low,36.7,,4.89,Healthy,Low,4.2,Yes,Positive,No,No,Yes,Yes,Low,4.5,Medium,Auditory
15.9,Female,Some College,30000,B,84.4,Medium,8.3,Arts,Public,Medium,Medium,Yes,High,High,High,Positive,Medium,30.8,Yes,6.4,Unhealthy,Low,5.6,Yes,Positive,No,Yes,No,No,Low,5.0,High,Visual
20.3,Female,Graduate,30000,B,66.0,High,3.5,Arts,Public,High,Low,Yes,Medium,High,Medium,Negative,Medium,32.3,,4.1,Healthy,High,1.1,Yes,Negative,No,Yes,No,No,High,2.8,High,Kinesthetic
19.2,Female,Graduate,Unknown,B,67.8,High,0.3,Science,Private,Low,Medium,Yes,High,Medium,,Neutral,Medium,29.7,Yes,6.7,Healthy,High,6.55,Yes,Positive,No,Yes,Yes,Yes,Low,-0.1,Medium,Auditory
20.2,Male,Some College,50000,A,59.8,Low,4.9,Engineering,Public,Low,Low,No,Medium,Medium,Medium,Positive,Medium,30.6,Yes,4.7,Unhealthy,High,1.4,No,Negative,No,Yes,No,Yes,High,4.2,High,Auditory
22.6,Male,Graduate,30000,B,74.7,High,7.6,Business,Public,Medium,Medium,Yes,Low,High,High,Positive,Low,30.8,No,8.0,Unhealthy,High,6.2,Yes,Negative,No,Yes,No,No,Low,4.4,Medium,Visual
18.4,Male,College,30000,C,66.4,Medium,7.2,,Public,Low,Medium,No,Low,High,Low,Positive,Low,26.8,No,8.4,Unhealthy,Low,,Yes,Neutral,No,Yes,No,No,High,4.1,Medium,Visual
17.1,Male,Graduate,75000,B,78.4,Medium,7.8,Law,Private,High,Medium,Yes,High,High,Medium,Positive,Medium,34.4,Yes,4.2,Balanced,Medium,6.4,Yes,Neutral,Yes,Yes,No,,Medium,0.5,High,Kinesthetic
,Male,Graduate,Unknown,B,67.5,Low,6.1,Engineering,Private,Low,Low,Yes,Medium,Medium,Medium,Neutral,High,25.0,Yes,5.5,Unhealthy,High,1.46,Yes,Negative,Yes,Yes,Yes,No,High,4.5,High,Visual
19.9,Female,High School,Unknown,B,84.5,High,0.8,Business,Private,Medium,Medium,Yes,High,Low,,Positive,Medium,24.5,Yes,6.1,Healthy,Medium,8.14,Yes,Positive,No,Yes,Yes,Yes,Low,,High,Auditory
19.0,Female,High School,40000,C,78.0,High,1.3,Arts,Public,Medium,Medium,No,High,Medium,Low,Negative,Medium,28.1,No,7.2,Healthy,High,3.9,Yes,,No,Yes,Yes,Yes,Medium,0.7,Medium,Auditory
20.6,Female,College,75000,B,71.4,Low,8.1,Engineering,Private,Low,Low,Yes,High,High,Medium,Positive,High,31.6,Yes,3.9,Unhealthy,Low,7.3,Yes,Positive,No,,No,No,High,0.2,Low,Visual
17.1,Male,College,Unknown,B,74.5,High,2.1,Law,Public,Low,Medium,No,High,Medium,High,Positive,High,23.7,Yes,6.7,Balanced,High,1.4,Yes,Positive,No,No,Yes,Yes,Low,0.7,Medium,Auditory
21.0,Male,Some College,40000,A,86.7,Medium,5.3,Science,Public,Medium,Low,Yes,High,Medium,High,Positive,Medium,25.6,Yes,7.2,Unhealthy,Low,6.9,Yes,Positive,No,Yes,Yes,Yes,Medium,2.3,Medium,Auditory
18.4,Female,Graduate,50000,A,80.1,High,6.7,Arts,Public,Medium,Medium,Yes,Low,High,Medium,Positive,High,29.2,Yes,,Unhealthy,Low,7.6,Yes,Negative,No,Yes,No,Yes,Medium,3.9,High,Visual
18.5,Male,High School,30000,C,88.7,High,3.8,Business,Public,Low,Medium,No,High,Medium,Medium,Positive,Medium,31.1,No,6.9,Unhealthy,Medium,6.4,Yes,Positive,Yes,Yes,Yes,Yes,Low,3.2,High,Auditory
19.8,Female,College,30000,B,88.0,Low,6.9,Science,Public,Low,,No,High,Medium,Low,Positive,Medium,26.5,Yes,4.6,Balanced,High,0.0,Yes,Neutral,No,Yes,No,No,High,1.9,High,Kinesthetic
,Male,,60000,B,90.8,Low,8.0,Arts,Private,Medium,Medium,No,Medium,High,High,Positive,Low,37.2,Yes,8.9,Healthy,Low,6.6,Yes,Neutral,,Yes,Yes,No,Low,1.3,Medium,Visual
23.4,Female,Some College,40000,B,82.3,Low,5.2,Business,Public,Medium,Low,,High,Low,High,Positive,Medium,27.8,Yes,4.3,Unhealthy,High,1.4,Yes,Neutral,No,,Yes,No,,-0.1,High,Kinesthetic
18.3,Female,College,Unknown,B,74.9,High,6.3,Law,Private,Medium,Medium,Yes,Low,High,Medium,Positive,Medium,40.0,Yes,5.6,Healthy,Low,6.6,Yes,Negative,No,Yes,Yes,No,High,0.6,High,Visual
20.8,Female,Graduate,50000,A,68.95,Low,6.5,Science,Private,Low,Medium,No,Low,High,Medium,Positive,Medium,,Yes,8.3,Healthy,High,6.8,Yes,Positive,No,,Yes,Yes,Medium,2.7,Medium,Visual
19.7,Female,Some College,60000,A,77.9,High,,Arts,Public,Low,Medium,,Low,,Medium,Neutral,Medium,24.3,Yes,6.9,Unhealthy,Medium,3.3,No,,No,Yes,Yes,Yes,Low,1.6,High,Auditory
21.2,Male,College,40000,B,69.4,High,5.5,Medicine,Private,Low,Medium,,High,Low,High,Negative,Medium,28.7,,8.1,Healthy,Medium,4.4,Yes,Positive,No,No,,Yes,Low,4.7,Medium,Auditory
24.0,Male,High School,50000,B,81.8,Low,7.8,Engineering,Public,Medium,Medium,No,High,High,High,,High,28.1,,,Balanced,High,6.1,Yes,Positive,No,Yes,No,No,Low,2.3,Low,Auditory
20.5,Female,High School,75000,B,96.4,High,5.3,Science,Private,Medium,,Yes,Low,Low,High,Neutral,Low,23.2,Yes,5.5,Healthy,,0.5,Yes,Neutral,Yes,No,No,No,,4.1,High,Auditory
23.3,Male,High School,40000,B,66.47,High,0.6,Engineering,Public,Medium,High,No,High,Medium,Medium,Positive,Low,,Yes,,Unhealthy,Medium,6.7,Yes,Positive,No,Yes,Yes,Yes,High,2.2,High,Auditory
15.4,Female,High School,,A,83.7,High,5.9,Law,,Medium,Medium,No,High,Medium,High,Positive,Medium,38.8,Yes,7.7,Healthy,High,3.4,Yes,Positive,Yes,No,Yes,Yes,Low,4.6,High,Kinesthetic
21.5,Female,College,Unknown,A,80.9,High,7.8,,Public,Medium,High,No,Low,High,Low,Positive,High,26.1,Yes,5.1,Unhealthy,High,0.9,No,Negative,No,Yes,No,No,High,0.2,High,Kinesthetic
22.7,Female,High School,,A,80.7,Medium,5.4,Arts,Private,,Low,Yes,Medium,High,Low,Neutral,Medium,24.3,Yes,4.4,Balanced,High,0.9,Yes,Positive,Yes,Yes,No,No,High,3.4,High,Kinesthetic
22.5,,Some College,40000,A,84.3,Medium,7.8,Business,Private,Low,High,Yes,High,High,Medium,Positive,,34.1,Yes,5.7,Healthy,High,6.7,Yes,Neutral,Yes,Yes,Yes,No,Medium,0.8,Low,Kinesthetic
21.3,Male,Graduate,60000,B,80.3,High,3.1,Science,Public,Low,,No,Medium,,High,Positive,High,25.3,Yes,,Healthy,High,1.7,Yes,Negative,No,Yes,No,,High,0.7,High,Kinesthetic
17.2,Male,High School,40000,B,,High,4.7,Arts,Public,High,Low,Yes,Medium,,Low,Neutral,Medium,29.6,Yes,5.1,Balanced,High,0.1,No,Positive,No,No,,No,High,4.2,High,Kinesthetic
21.6,Male,College,60000,A,,High,0.8,Law,Private,Low,High,Yes,High,High,Medium,Positive,Medium,20.1,Yes,7.4,Unhealthy,High,4.1,No,Positive,No,Yes,Yes,Yes,Medium,3.9,High,Auditory
15.1,Male,High School,75000,C,86.5,High,5.7,Engineering,Private,,High,Yes,High,Low,Medium,Negative,Medium,,Yes,7.7,Balanced,High,6.9,Yes,Positive,,Yes,Yes,Yes,Low,3.4,Medium,Auditory
20.9,Female,Graduate,50000,B,76.8,Medium,5.2,Science,Public,Medium,Low,No,High,Low,Low,Positive,High,23.7,Yes,4.6,Balanced,High,1.4,No,Negative,No,Yes,No,No,High,3.2,High,Kinesthetic
20.8,Female,Graduate,40000,C,89.7,Medium,7.2,Science,Private,Low,High,Yes,High,High,High,Positive,Low,20.6,Yes,7.2,Balanced,High,6.5,Yes,Positive,No,Yes,Yes,No,High,4.1,Medium,Visual
22.9,Male,Graduate,60000,C,84.1,High,7.2,Science,Public,Medium,Medium,Yes,Medium,High,High,Positive,Low,21.6,No,8.6,Unhealthy,Medium,5.6,Yes,Positive,No,Yes,Yes,No,Medium,2.2,Medium,Visual
21.3,Male,Graduate,75000,A,99.5,Medium,7.6,,Private,,Medium,Yes,High,High,High,Positive,Medium,21.3,Yes,4.9,Healthy,Medium,5.2,Yes,Neutral,No,Yes,No,No,,4.5,Medium,Visual
20.5,Male,Some College,40000,B,83.9,Medium,6.7,Medicine,Public,Medium,Low,Yes,High,High,High,Positive,Medium,21.0,No,8.2,Healthy,Medium,9.68,Yes,Positive,No,Yes,Yes,No,,1.5,Medium,Visual
21.0,Male,Graduate,40000,B,99.1,Medium,,Engineering,Public,Low,Medium,No,High,High,Low,Neutral,Medium,24.2,No,7.5,,High,5.2,Yes,Positive,No,Yes,Yes,Yes,High,2.3,Medium,Auditory
20.1,Male,High School,60000,A,79.0,Low,0.7,Medicine,Private,Medium,,No,Medium,High,Medium,Positive,High,30.2,Yes,4.8,Unhealthy,High,1.6,Yes,Neutral,No,Yes,No,No,High,2.2,High,Kinesthetic
17.2,Male,Some College,30000,,75.6,High,0.6,Law,Public,High,Medium,No,High,Low,High,Positive,Low,24.0,Yes,7.2,Balanced,Medium,,Yes,,No,No,Yes,Yes,Low,3.2,Medium,Auditory
15.0,Female,Some College,50000,B,98.0,High,2.2,Science,Private,Medium,High,Yes,High,Low,Low,Neutral,Low,35.0,No,7.2,Unhealthy,Medium,,Yes,,No,No,Yes,Yes,Low,0.2,High,Auditory
17.4,Female,Graduate,,B,,Medium,7.3,Science,Private,Medium,Medium,Yes,Medium,High,Low,Positive,Low,26.1,No,8.0,Unhealthy,Medium,7.6,Yes,Positive,No,Yes,No,No,Low,0.7,High,Visual
20.3,Female,College,60000,B,65.2,Medium,3.5,Arts,Public,Low,Low,Yes,Medium,Medium,Medium,Positive,Medium,37.0,Yes,5.0,Healthy,High,0.2,Yes,Negative,No,Yes,No,No,High,0.7,High,Kinesthetic
19.6,Female,Some College,60000,C,,High,3.4,Business,Public,Low,Medium,Yes,High,Medium,Low,Positive,High,24.6,No,8.1,Unhealthy,Medium,5.1,No,Positive,No,Yes,Yes,Yes,High,0.9,Low,Auditory
18.3,Female,High School,40000,B,67.2,Medium,6.6,Business,Private,Medium,High,Yes,High,High,Medium,Positive,Medium,27.7,Yes,4.5,Balanced,Low,7.0,Yes,Positive,No,Yes,No,No,Medium,0.4,Low,Visual
20.5,Female,Graduate,40000,B,61.9,Medium,6.4,Science,Private,Low,Low,,Low,High,Medium,Positive,Medium,25.7,No,,Unhealthy,Medium,6.4,Yes,Positive,Yes,Yes,,Yes,High,0.9,High,Visual
20.3,Female,High School,Unknown,B,78.9,Medium,4.1,Science,Public,,Low,Yes,Medium,Medium,High,Positive,Low,30.6,Yes,5.4,Healthy,High,9.86,Yes,Positive,Yes,Yes,Yes,No,High,2.0,High,Kinesthetic
17.4,Female,Graduate,75000,A,72.3,High,,Arts,Public,Medium,High,Yes,High,Medium,Low,Neutral,High,25.1,Yes,,Unhealthy,Low,3.0,Yes,Negative,No,Yes,Yes,Yes,Medium,2.4,Medium,Auditory
18.3,Female,High School,50000,A,78.4,Medium,,Medicine,Private,Low,Medium,No,Low,High,Low,Positive,Medium,39.3,No,7.1,Unhealthy,Medium,7.5,Yes,Negative,Yes,Yes,No,No,Medium,0.7,Medium,Auditory
21.3,Female,College,30000,A,95.5,Low,3.2,Business,Public,High,Medium,Yes,High,Medium,Low,Positive,Medium,22.8,Yes,7.5,Unhealthy,High,1.8,No,Positive,No,Yes,,Yes,,2.2,Low,Auditory
20.6,Female,Some College,30000,A,88.3,Low,5.4,Engineering,Public,Low,Medium,Yes,High,,Medium,Positive,Medium,24.0,Yes,7.1,Unhealthy,High,1.23,Yes,Positive,No,No,Yes,Yes,High,1.6,Low,Auditory
19.7,Male,Graduate,30000,B,73.2,,1.9,Medicine,Public,Medium,High,Yes,High,,Medium,Neutral,High,24.2,Yes,5.6,Healthy,High,2.2,Yes,Positive,No,No,No,,High,0.5,High,Kinesthetic
20.1,Male,College,30000,A,93.3,Medium,7.1,Engineering,Private,Medium,Medium,Yes,Low,,Medium,Positive,,27.8,No,6.9,Balanced,Medium,6.7,Yes,Negative,No,Yes,Yes,No,Medium,1.3,Medium,Visual
20.3,Female,Some College,60000,B,60.6,,6.3,Science,Private,Medium,Medium,Yes,High,High,Medium,Positive,High,29.1,No,6.0,Unhealthy,Low,6.5,Yes,Positive,No,Yes,No,No,Medium,0.7,Low,Visual
17.9,Male,Graduate,30000,A,67.6,High,7.7,Law,Public,Low,Medium,Yes,High,,High,Neutral,Medium,36.8,Yes,7.7,Balanced,High,4.2,Yes,Positive,No,Yes,Yes,Yes,Medium,3.2,Low,Auditory
20.0,Male,Graduate,75000,C,84.5,,6.5,Medicine,Private,Low,Medium,Yes,High,High,High,Positive,Medium,21.1,Yes,5.1,Balanced,High,7.3,Yes,Neutral,Yes,Yes,No,No,Medium,3.7,Low,Visual
